sp_id	stco	latitude	longitude	elevation
451072964	42003	40.3600130	-80.1127983	317.601540
451072965	42003	40.3600130	-80.1127983	317.601540
451072967	42003	40.5890614	-79.8194099	317.601540
451072968	42003	40.2940234	-79.8790196	317.601540
451072969	42003	40.3091419	-79.8951453	317.601540
451072970	42003	40.2892066	-79.8843854	317.601540
451072971	42003	40.2933910	-79.8875122	317.601540
451072972	42003	40.5817299	-79.7792587	317.601540
451072973	42003	40.3780010	-79.8133694	317.601540
451072974	42003	40.2798779	-79.8361568	317.601540
451072975	42003	40.6575114	-79.9579358	317.601540
451072976	42003	40.6249227	-79.9420466	317.601540
451072981	42003	40.6142506	-79.7218069	317.601540
451072982	42003	40.6469493	-79.7488404	317.601540
451072983	42003	40.6275921	-79.7202750	317.601540
451072989	42003	40.6022695	-79.7607533	317.601540
451072991	42003	40.6217859	-80.0495743	317.601540
451072992	42003	40.5814725	-80.0036693	317.601540
451072993	42003	40.5814725	-80.0036693	317.601540
451072994	42003	40.3246915	-80.0312470	317.601540
451072995	42003	40.3365702	-80.0244994	317.601540
451072996	42003	40.3365702	-80.0244994	317.601540
451072997	42003	40.4060793	-79.8463607	317.601540
451072998	42003	40.4128800	-79.8765581	317.601540
451072999	42003	40.3972024	-80.0963702	317.601540
451073000	42003	40.5219791	-80.1841840	317.601540
451073001	42003	40.4985767	-80.1746482	317.601540
451073002	42003	40.5467433	-80.2422431	317.601540
451073003	42003	40.5392612	-80.2374415	317.601540
451073004	42003	40.3716867	-79.8475979	317.601540
451073005	42003	40.4016385	-79.9037796	317.601540
451073006	42003	40.4044423	-79.9127950	317.601540
451073007	42003	40.4100366	-79.9029531	317.601540
451073008	42003	40.3908612	-79.8824336	317.601540
451073009	42003	40.3478066	-79.9316395	317.601540
451073010	42003	40.3858985	-79.8931693	317.601540
451073011	42003	40.3459956	-79.8174223	317.601540
451073012	42003	40.3426386	-79.8533396	317.601540
451073013	42003	40.3510500	-79.8648977	317.601540
451073014	42003	40.3484448	-79.8780767	317.601540
451073015	42003	40.4803935	-80.0895750	317.601540
451073016	42003	40.4676996	-80.0672131	317.601540
451073017	42003	40.4656113	-80.0620339	317.601540
451073018	42003	40.3955211	-79.8210143	317.601540
451073019	42003	40.5222706	-79.8420692	317.601540
451073020	42003	40.4052656	-79.7754754	317.601540
451073021	42003	40.5478179	-80.1908626	317.601540
451073023	42003	40.5435818	-80.1899440	317.601540
451073024	42003	40.4052179	-79.8292359	317.601540
451073025	42003	40.4520715	-79.7541084	317.601540
451073026	42003	40.4299213	-79.7513130	317.601540
451073027	42003	40.4501249	-79.7342298	317.601540
451073028	42003	40.4846150	-79.8164509	317.601540
451073029	42003	40.4686174	-79.8658977	317.601540
451073030	42003	40.5031954	-80.0551967	317.601540
451073031	42003	40.4990156	-80.0627298	317.601540
451073032	42003	40.4533605	-80.0533659	317.601540
451073033	42003	40.4538973	-80.0600567	317.601540
451073034	42003	40.4567866	-80.0506223	317.601540
451073035	42003	40.4504723	-80.1163532	317.601540
451073036	42003	40.4391580	-80.0535195	317.601540
451073037	42003	40.4619728	-79.9262113	317.601540
451073038	42003	40.4571069	-79.9223267	317.601540
451073039	42003	40.4596467	-79.9262177	317.601540
451073040	42003	40.4683626	-79.9189194	317.601540
451073041	42003	40.4661769	-79.8899991	317.601540
451073042	42003	40.4687434	-79.9177849	317.601540
451073043	42003	40.4531649	-79.9191218	317.601540
451073044	42003	40.4629103	-79.9360111	317.601540
451073045	42003	40.4614416	-79.8944735	317.601540
451073046	42003	40.4803779	-79.9769184	317.601540
451073047	42003	40.4181663	-79.9973498	317.601540
451073048	42003	40.4179018	-79.9632238	317.601540
451073049	42003	40.4181195	-79.9907704	317.601540
451073050	42003	40.4707647	-80.0259530	317.601540
451073051	42003	40.4631043	-80.0258915	317.601540
451073052	42003	40.4807334	-80.0345346	317.601540
451073053	42003	40.4656281	-79.9887468	317.601540
451073054	42003	40.4542052	-79.9440830	317.601540
451073055	42003	40.4376883	-79.9728167	317.601540
451073056	42003	40.4677459	-80.0097972	317.601540
451073057	42003	40.4929733	-79.9036255	317.601540
451073058	42003	40.4170963	-80.0210192	317.601540
451073059	42003	40.4381070	-79.9212063	317.601540
451073060	42003	40.4283010	-79.9182371	317.601540
451073061	42003	40.4345146	-79.9251269	317.601540
451073062	42003	40.4253404	-79.9149713	317.601540
451073063	42003	40.4152545	-79.8757573	317.601540
451073064	42003	40.4504872	-79.9577209	317.601540
451073065	42003	40.4469479	-79.9815129	317.601540
451073066	42003	40.4371147	-80.0347247	317.601540
451073067	42003	40.4371147	-80.0347247	317.601540
451073068	42003	40.4409549	-79.8852795	317.601540
451073069	42003	40.4142319	-79.8498595	317.601540
451073070	42003	40.4387345	-79.8785780	317.601540
451073071	42003	40.4457975	-79.8685179	317.601540
451073072	42003	40.4455189	-79.8843762	317.601540
451073073	42003	40.4441470	-79.8830877	317.601540
451073074	42003	40.4645354	-79.9380338	317.601540
451073075	42003	40.4615033	-79.9479093	317.601540
451073076	42003	40.3935023	-79.9738611	317.601540
451073077	42003	40.3871233	-79.9624630	317.601540
451073078	42003	40.3694305	-79.9825058	317.601540
451073079	42003	40.3763950	-80.0313473	317.601540
451073080	42003	40.3795618	-80.0450296	317.601540
451073081	42003	40.5245251	-80.0540363	317.601540
451073082	42003	40.5093117	-80.0290680	317.601540
451073083	42003	40.4538719	-79.9342219	317.601540
451073084	42003	40.4501484	-79.9310404	317.601540
451073085	42003	40.3838575	-79.9946604	317.601540
451073086	42003	40.3623118	-80.0294879	317.601540
451073087	42003	40.4465591	-79.8482908	317.601540
451073088	42003	40.4819602	-79.8282673	317.601540
451073089	42003	40.4757316	-79.7899041	317.601540
451073090	42003	40.4632309	-79.8562588	317.601540
451073091	42003	40.4540251	-79.8404046	317.601540
451073092	42003	40.4616030	-79.8411116	317.601540
451073093	42003	40.3512089	-80.0115669	317.601540
451073094	42003	40.3362759	-79.9718300	317.601540
451073095	42003	40.5712536	-80.0736828	317.601540
451073096	42003	40.5452423	-80.0330124	317.601540
451073097	42003	40.5526730	-80.0379939	317.601540
451073098	42003	40.5719998	-80.0288501	317.601540
451073099	42003	40.5692941	-80.0367955	317.601540
451073100	42003	40.5557131	-80.0390336	317.601540
451073101	42003	40.5651656	-80.0087618	317.601540
451073102	42003	40.5514378	-80.0472905	317.601540
451073103	42003	40.5128835	-79.8577264	317.601540
451073104	42003	40.4808967	-79.7580122	317.601540
451073105	42003	40.4514504	-79.7291870	317.601540
451073106	42003	40.4942182	-79.7580388	317.601540
451073107	42003	40.4744711	-79.7146627	317.601540
451073108	42003	40.3205057	-80.1141560	317.601540
451073109	42003	40.3791782	-80.0580086	317.601540
451073110	42003	40.3815126	-80.0603904	317.601540
451073111	42003	40.3815126	-80.0603904	317.601540
451073181	42003	40.4634191	-79.7036865	317.601540
451073224	42003	40.6721792	-80.0987334	317.601540
